id	species	gene_names	gene_synonyms	description	term_ids	sources
316	ath	At1g50240|FU|AT1G50240		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.  Mutant plants had binucleate mature pollen grains, contrary to tricellular pollen in the wild type, due to failure to undergo cytokinesis at pollen mitosis. Binucleate mutant pollen contained two free nuclei and remained uncellularized. Mature mutant embryo sacs showed various numbers (2 to 5) of nuclei located toward the micropylar pole without visible cellular boundaries. After fertilization, mutant embryo sacs did not develop further and remained uncellularized. At early bicellular pollen stage, approximately 1/3 of dividing microspores had incomplete callose walls, which were correctly positioned at the generative cell pole but do not persist and are degraded before mid-bicellular pollen stage. Subsequently, at mid-bicellular pollen stage, when the generative cell nucleus is highly condensed in wild-type, in approximately 1/3 of mutant pollen, the smaller generative pole nucleus remains round and relatively uncondensed and does not divide further. Mutant plants had binucleate mature pollen grains, contrary to tricellular pollen in the wild type, due to failure to undergo cytokinesis at pollen mitosis. Binucleate mutant pollen contained two free nuclei and remained uncellularized. Mature mutant embryo sacs showed various numbers (2 to 5) of nuclei located toward the micropylar pole without visible cellular boundaries. After fertilization, mutant embryo sacs did not develop further and remained uncellularized. At early bicellular pollen stage, approximately 1/2 of dividing microspores had incomplete callose walls, which were correctly positioned at the generative cell pole but do not persist and are degraded before mid-bicellular pollen stage. Subsequently, at mid-bicellular pollen stage, when the generative cell nucleus is highly condensed in wild-type, in approximately 1/2 of mutant pollen, the smaller generative pole nucleus remains round and relatively uncondensed and does not divide further.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET|TAIR
317	ath	At1g78900|VHA-A		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET
318	ath	At2g21870|MGP1		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET
319	ath	At2g34220|PDD12		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET
320	ath	At2g35070|PGD4		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET
321	ath	At3g45150|TCP16		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET
322	ath	At4g00330|PDD25|AT4G00330		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.  Pollen development defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET|TAIR
323	ath	At5g66760|SDH1-1		Complete male gametophyte defective. Female gametophyte defective. Complete male gametophyte defective. Female gametophyte defective.	PO:0025280|PATO:0000051|PATO:0000460|PO:0025279	Plant PhenomeNET
324	ath	At1g74260|PUR4		Complete male gametophyte defective. Delayed early development. Delayed germination. Female gametophyte defective. Low penetrance of chlorosis. Complete male gametophyte defective. Female gametophyte defective. Heterozygotes: Delayed germination and early development. Low penetrance of chlorosis.	PO:0025280|PATO:0000051|PATO:0000460|GO:0090351|PATO:0000502|GO:0009845|PO:0025279|PO:0000003|PATO:0002251	Plant PhenomeNET
325	ath	At1g13330|AHP2|AT1G13330		Complete sterility. Defects in meiosis. Complete sterility due to defects in meiosis.  Defective in meiotic double strand break formation.  Fewer chiasmata formed per cell compared to the wild type cells.	PO:0009046|PATO:0000274|PATO:0000462|GO:0007126|PATO:0001236|PATO:0000460	Plant PhenomeNET|TAIR
326	ath	At5g05490|SYN1|AT5G05490		Completely female sterile. Completely male sterile. Defects in meiosis. Completely male and female sterile due to defects in meiosis.  homozygous are embryo lethal, arrested at the globular stage and do not undergo transition to heart stage. Male sterile.	PO:0009062|PATO:0000277|PATO:0000462|PO:0009029|PATO:0000279|GO:0007126|PATO:0001236|PATO:0000460	Plant PhenomeNET|TAIR
327	ath	At5g20850|AtRAD51|AT5G20850		Completely female sterile. Completely male sterile. Defects in meiosis. Completely male and female sterile due to defects in meiosis.  The  chromosome fragmentation phenotype of the asy1/  Atrad51 double mutant is indistinguishable from that of  the Atrad51 mutant. . Hypersensitivity to mitomycin C.	PO:0009062|PATO:0000277|PATO:0000462|PO:0009029|PATO:0000279|GO:0007126|PATO:0001236|PATO:0000460	Plant PhenomeNET|TAIR
328	ath	At4g24972|TPD1|AT4G24972		Anther defects. Completely male sterile. Completely male sterile due to anther defects.  Male sterile mutant. anthers lack tapetal cells and have an increased number of microsporocytes. No tetrads were formed, and mature anthers in mutant flowers contained no pollen. The middle layer was thicker than in the wild type and remained abnormal. at the final stage of anther development became highly vacuolated. similar to tpd1-1.	PO:0009066|PATO:0000051|PATO:0000460|PO:0009029|PATO:0000279|PATO:0000462	Plant PhenomeNET|TAIR
329	ath	At2g16910|AMS|AT2G16910		Completely male sterile. Very short filaments. Completely male sterile. Very short filaments.  Sporophytic male sterile.	PO:0009029|PATO:0000279|PATO:0000462|PO:0009067|PATO:0000574	Plant PhenomeNET|TAIR
330	ath	At1g62940|ACOS5|AT1G62940		Completely sterile.  pollen development arrested after released from tetrads, free microspores were devoid of exine layer, completely absence of pollen grains at anther maturity, completely male sterile.	PO:0009046|PATO:0000274|PATO:0000462	Plant PhenomeNET|TAIR
331	ath	At4g29170|AtMND1|AT4G29170		Completely sterile. Defects in meiosis. Completely sterile due to defects in meiosis.  Mutant plants had normal vegetative development, but flowers failed to produce pollen and seeds. no viable pollen was found in the anthers. In developing pollen mother cells, meiotic progression was interrupted at anaphase I, where chromosomes are randomly distributed and some appear fragmented. Normal embryo sac development was disrupted too, compared to the wild type. AtRAD51 gene was accumulated in the inflorescence nuclei of homozygous plants, while it was absent in the inflorescence nuclei in wild type plants. After exposure to gamma-rays, the levels of AtRAD51 was unchanged in the inflorescence nuclei in mutant plants, while in the wild type nuclei AtRAD51 expression was strongly induced. Compared to the wild type, mutant seedlings were hypersensitive to gamma-irradiation, had shorter roots and fewer leaves. Compared to the wild type, mutant seedlings were hypersensitive to gamma-irradiation.	PO:0009046|PATO:0000274|PATO:0000462|GO:0007126|PATO:0001236|PATO:0000460	Plant PhenomeNET|TAIR
332	ath	At2g31970|RAD50|AT2G31970		Completely sterile. Defects in meiosis. Dwarf when grown on nutrient plates. Sensitive to MMS (inducer of genotoxic stress). Short telomeres. Completely sterile due to defects in meiosis. Short telomeres. Dwarf when grown on nutrient plates. Sensitive to genotoxic stress.  High levels of double-strand breaks. Hyperaccumulation of  AtSPO11-1 in meiocytes. Sterile, produces numerous flowers but small, empty siliques.	PO:0009046|PATO:0000274|PATO:0000462|GO:0007126|PATO:0001236|PATO:0000460|PO:0000003|PATO:0000969|EO:0001023|PATO:0001549|CHEBI:25255|EO:0007149|GO:0000781|PATO:0000574	Plant PhenomeNET|TAIR
333	ath	At2g02810|AtUTr1|AT2G02810		Constitutively activated unfolded protein response.  ER-derived vesicles obtained from atutr1 plants had a decreased uptake of UDP-glucose compared to the wild type. BiP and Calnexin are overexpressed in the mutant, suggesting that atutr1 plants have the unfolded protein response constitutively activated.	GO:0030968|PATO:0000689	Plant PhenomeNET|TAIR
334	sly	Solyc06g074240|b	og|1|m|c|Beta-carotene|crimson|minutum|old gold	high fruit lycopene. tawny-orange corolla. high fruit beta-carotene. low fruit lycopene. Corolla tawny orange. increased fruit lycopene. High B-carotene in ripe fruit. High B-carotene, low lycopene in ripe fruit. Increased fruit lycopene content. phenotype similar to B^og. Low lycopene in ripe fruit.  High B-carotene, low lycopene in ripe fruit. High B-carotene, low lycopene in ripe fruit. .	PO:0009001|PATO:0001162|CHEBI:15948|PO:0025502|PO:0009059|PATO:0001944|CHEBI:17579|PATO:0001163	Plant PhenomeNET|SGN
335	ath	At4g20910|CRM2|AT4G20910		Corymb-like inflorescences. Increased cauline leaf number. Increased flower growth rate. Late flowering. Reduced fertility. Short stamens. Corymb-like inflorescences. Increased cauline leaf number. Increased flower growth rate. Short stamens. Reduced fertility. Late flowering.  Plants exhibit pleiotropic phenotypes. most aerial organs are reduced in size: leaves and floral organs are small and plants are shorter compared to wild-type. small cells in mature leaves and petals. rosette leaves are pointed at the apical end and the edges tend to curl upward. delayed flowering. high flower density in inflorescence. reduced internode elongation in the stems. increased number of coflorescences. under long-day conditions (16 hour light/8 hour darkness), plants produce more cauline leaves with axillary inflorescences before producing single flowers on the inflorescence stems than wild type plants. reduced male and female fertility. anthers from early-arising flowers often fail to dehisce, although late-arising flowers do produce pollen, the amount of pollen produced appears to be greatly reduced. reduced seed set in siliques. Slight increase in rosette leaf number. Compact inflorescence. Slight decrease in rosette leaf number.	PO:0009049|PATO:0002455|PO:0009006|PATO:0002002|PO:0000013|GO:0009908|PATO:0000912|GO:0010228|PATO:0000502|PO:0000003|PATO:0001834|PO:0009029|PATO:0000574	Plant PhenomeNET|TAIR
336	ath	At1g56650|PAP1|AT1G56650		Cotyledons do not turn purple in response to sucrose.  accumulates anthocyanin pigments and other secondary metabolites. plants exhibit intense purple pigmentation in many vegetative organs throughout development, including the roots, stems, leaves, primary and secondary branches, cauline leaves, sepals, anthers and carpels. basta resistant.	PO:0020030|PATO:0000320|EO:0001015	Plant PhenomeNET|TAIR
337	ath	At5g16560|KAN|AT5G16560		Abnormal pistil development. Abnormal trichome patterning. Cupped first true leaves. Ectopic ovules on outside of carpels. Leaves become flat over time. Rolled leaves. Cupped first true leaves. Rolled leaves that become flat over time. Abnormal pistil development. Ectopic ovules on outside of carpels. Abnormal trichome patterning.  the first two leaves of mutant plants are slightly uprolled and usually produce abaxial trichomes. the polarity of the mesophyll is also affected. Null allele of KANADI. Mutation consists of a 12 kb deletion that removes the KAN promoter. the first two leaves of mutant plants are slightly uprolled and usually produce abaxial trichomes. the polarity of the mesophyll is also affected. Produces abaxial trichomes precociously, leaves curled upwards, or flatter than normal. Produces abaxial trichomes precociously. kan1 kan2 double mutants have small, up-curled leaves with abaxial protrusions, and are sterile. About nine-tenths of the mutants exhibited abaxialized vasculature. The exclusively adaxialized vasculature observed in kan1 kan2 petioles was not detected in bop1 bop2 kan1 kan2 petioles. The radialized portion of bop1 bop2 kan1 kan2 leaves showed various kinds of organ polarity defects. The vascular bundles of nearly half of the leaves (44.0%) consisted of phloem surrounded by xylem, while one-third (36.0%) displayed xylem surrounded by phloem, and a small percentage (16.0%) had a mixture of both types of vasculature. . Quadruple mutant plants developed narrow leaves with ectopic blade outgrowth along the petioles, like bop1 bop2 leaves, as well as ectopic outgrowths on their abaxial lamina, like kan1 kan2 leaves. However, all of the bop1 bop2 kan1 kan2 leaves also showed extended, radialized petiole development that was not observed in either parental genotype. . bop1 bop2 kan1 kan2 stems had a decreased ratio of adaxialized vascular phenotypes compared with kan1 kan2 stems. Similar to what was observed in petioles, 6.7% of bop1 bop2 kan1 kan2 stems exhibited an abaxialized phenotype of xylem surrounded by phloem, while others (13.3%) had both types of vasculature in a single stem. Ectopic adaxial tissues are restricted to the medial domain of the carpels, normally occupied by the abaxial replum.  Formation of external ovule-bearing placentae. Altered abaxial identity in leaves and carpels. Similar to kan1 kan2 double mutant.  However, the ovules have a novel phenotype, forming a single amorphous structure in place of both integuments. A few external ovules develop at the base of the gynoecium and straps of ectopic style from along the abaxial replum. Phenotype is present primarily in the first formed carpels. All kan1 kan2 stem vascular bundles displayed phloem surrounded by xylem, indicating adaxialized polarity. Cotyledons are narrow, cup-shaped and point upward. Leaves are narrow, dark green and develop ectopic outgrowths on their abaxial side only.  Four to six stipules, rather than two, develop at the base of each leaf, surrounding its entire circumference.  Stems fail to elongate upon flowering.  Floral organ morphology is highly abnormal.  Mature ovules have reduced outer integuments. Aberrant positioning of cell types, primarily along the adaxial/abaxial lateral organ axis. Double mutant plants have narrow leaves and developed ectopic outgrowths on their abaxial lamina. . External structures of the carpel are largely absent.  Ovules arise from a surface or column of tissue at the center of the flower. The inner integuments of these ovules are normal but the asymmetrical outer integument is now a nearly symmetrical and relatively amorphous collar of tissue. The vasculature in more than half (55.9%) of kan1 kan2 leaf petioles exhibited a pattern of phloem surrounded by xylem, representing an adaxialized phenotype. However, very surprisingly, 17.6% of kan1 kan2 leaf petioles had abaxialized vasculature or a mixture of adaxialized and abaxialized vasculature. Radialized leaf like organs form on the hypocotyl. Altered stomata and root hair pattering.Increased periclinal divisions on abaxial side of cotyledons and hypocotyl.Ectopic expression of PIN1 in hypocotyl region. Triple mutant.as1/pgy1 phenotype is supressed and leaves are more rounded and do not form ectopic lamina. kan1/kan2 defects in gynoecium development is mostly supressed. Plants are fertile and siliques more elongated compared to the kan1/kan2 double mutant and only occasionally form ectopic style tissue along the replum.Leaves are small and adaxialized.	GO:0048467|PATO:0001236|PATO:0000460|GO:0048629|PO:0006339|PATO:0002227|PO:0020003|PATO:0000628|PO:0009025|PATO:0000407|PATO:0000406	Plant PhenomeNET|TAIR
338	ath	At3g14270|FAB1B		Curled leaves.	PO:0009025|PATO:0000406	Plant PhenomeNET
339	ath	At4g33240|FAB1A		Curled leaves.	PO:0009025|PATO:0000406	Plant PhenomeNET
340	ath	At3g01080|WRKY58		Curled leaves. Pointed leaves. Rough leaf texture. Small leaves. Curled, pointed, small, leaves with rough texture under defense response conditions.	PO:0009025|PATO:0000406|PATO:0002258|PATO:0000700|PATO:0000587	Plant PhenomeNET
341	ath	At5g08370|AtAGAL2|AT5G08370		Curly rosette leaves. Late flowering. Curly rosette leaves: Late flowering.  Delayed up to 3 wks in flowering versus wild type.  Strong curly leaf phenotype at later stages of development.  Total leaf number in rosette is 17-21 versus 10-13 in the wild type.	PO:0000014|PATO:0000406|GO:0010228|PATO:0000502	Plant PhenomeNET|TAIR
342	ath	At4g14713|PPD1|AT4G14713		Abnormal silique width. Curved leaves. Curved leaves. Abnormal silique width. Heterozygotes: Intermediate phenotype.  dome-shaped leaves. altered silique shape. decreased number of trichome branches. Similar organ size phenotype to the wild type. Weak semidominant ppd silique phenotype, i.e., similar to deltappd mutant, and leaf curvature phenotype. Mutant plants had larger leaf and cotyledon laminae, and leaves had a dome-shaped, positive Gaussian curvature, in contrast to flat WT leaves. Mutant siliques were shorter, flattened, and wider at the top and had undulations in the seedpod walls, compared with the smooth, narrow, cylindrical shape of WT siliques. Branching of trichomes on mutant leaves was reduced, to two rather than the three to four branches of WT. The larger lamina area observed in the leaves and cotyledons of mutant plants was due to increases in both length and width. For cotyledons, this increase in growth occurred without affecting shape or flatness. However, mature leaves in mutant plants were more oval in shape because of an altered lamina length-to-width ratio and could not be flattened without introducing cuts in the margin because of their positive curvature.	PO:0009001|PATO:0000921|PATO:0000460|PO:0009025|PATO:0000406	Plant PhenomeNET|TAIR
343	ath	At3g45640|AtMPK3		Brittle leaves in response to ozone. Damaged leaves in response to ozone. Damaged, brittle leaves in response to ozone.	PO:0009025|PATO:0001362|EO:0001021|PATO:0001167	Plant PhenomeNET
344	mtr	Medtr3g106430|FLOT4		Fewer nodules per plant. A decrease in plants that form pink nodules. Increased secondary roots. reduced acetylene reduction. decreased rhizobial infection. aborted infection threads. Decrease in plants that form pink nodules and an increase in numbers of secondary lateral roots, reduced reduction of acetylene.  Weak association with reduction in nodule numbers.  Both decreased number of infection events and defective infection thread elongation.	PO:0025025|PATO:0002001|PO:0003023|EO:0007108|PATO:0000337|PATO:0002002|PO:0020121|GO:0018864|PATO:0000911|GO:0075015|PATO:0002052|PATO:0000297	Plant PhenomeNET
345	ath	At1g55580|LAS|AT1G55580		Decreased branching.  Almost complete suppression of secondary bolt formation from the axils of rosette leaves.  Side shoot formation from the axils of cauline leaves of the primary bolt is not inhibited.  The point of separation between lateral shoots and the main axis is often displaced acropetally.  Branching from the first two or three leaves of secondary shoots is blocked.  Petal abscission is delayed.	PO:0009006|PATO:0002001|PO:0025073	Plant PhenomeNET|TAIR
346	ath	At1g69770|CMT3|AT1G69770		Decreased CpXpG DNA methylation.  Plants show developmental phenotypes, including reduced plant size and curled leaves. No visible phenotype. Wild type morphology. exhibits decreased CpXpG methylation of the Superman (SUP) gene and of other sequences throughout the genome. also show reactivated expression of endogenous retrotransposon sequences. encodes a cytosine methyltransferase homolog. Phenotype not described. Derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype. Partial derepression of SUP gene silencing (induced by clk-st), leading to plants with a wildtype  floral phenotype. Methylation pattern similar to that observed with the cmt3-7 mutant.	GO:0006306|PATO:0000911	Plant PhenomeNET|TAIR
347	ath	At3g11170|FAD7|AT3G11170		Decreased dienoic fatty acid desaturation in chloroplast lipids. Decreased dienoic fatty acid desaturation in chloroplast lipids .  altered fatty acid composition. altered fatty acid composition, glabrous, no other phenotypic effect. reduction in desaturation of storage and membrane lipids. chilling sensitive. linoleic acid overproducer. linolenic acid underproducer. reduced glycerolipid n-3 desaturase (probably chloroplastic), chloroplast and extrachloroplast lipids are equally affected. decrease in 16:3 and 18:3 fatty acids, increase in 16:2 and 18:2 fatty acids. temperature sensitive, mutant effects most pronounced at growth temperatures greater that 26C. no visible phenotypic effects.	GO:0009507|PATO:0000911|GO:0006636	Plant PhenomeNET|TAIR
348	ath	At1g08060|MOM|AT1G08060		Decreased DNA methylation.  No visible phenotype. Molecular phenotype: GFP expression patterns in areas of cytokinin signaling, such as the shoot and root. impaired gene silencing with normal methylation. Release of transcriptional silencing of methylated genes.	GO:0006306|PATO:0000911	Plant PhenomeNET|TAIR
349	ath	At2g27040|AGO4|AT2G27040		Decreased DNA methylation.  No visible phenotype. Wild type morphology. suppresses silencing of the Superman (SUP) gene, reactivating silent SUP alleles. decreases CpNpG and asymmetric DNA methylation as well as histone H3 lysine-9 methylation. blocks histone and DNA methylation and the accumulation of 25-nucleotide small interfering RNAs (siRNAs) that correspond to the retroelement AtSN1. lacks trichomes on stems and leaves. greater reduction in DNA methylation at endogenous targets such as AtSN1, MEA-ISR, AtREP2 and SIMPLEHAT2  and lower AtREP2 siRNA levels than in either of the single mutants. Enhanced disease susceptibility. Substantial decreases in DNA methylation at CpNpG and asymmetric sites but not at CpG sites with respect to the single mutants alone.	GO:0006306|PATO:0000911	Plant PhenomeNET|TAIR
350	ath	At2g32940|AGO6|AT2G32940		Decreased DNA methylation.  greater reduction in DNA methylation at endogenous targets such as AtSN1, MEA-ISR, AtREP2 and SIMPLEHAT2  and lower AtREP2 siRNA levels than in either of the single mutants. reduced DNA methylation at endogenous targets such as AtSN1, MEA-ISR, AtREP2 and SIMPLEHAT2. reduced levels of AtREP2 siRNAs. release of TGS of transgenic RD29A-LUC and the endogenous RD29A gene. reduced DNA methylation at endogenous targets such as AtSN1, MEA-ISR, AtREP2 and SIMPLEHAT2. . reduced levels of AtREP2 siRNAs. Reactivation of GFP fluorescence and reduced DNA methylation of the enhancer region of the GFP target construct (T).  . Almost two-fold reduction in CpNpG and four-fold reduction in asymmetric methylation at the AtSN1 locus but not the 5S rDNA repeat.  Reduced accumulation of endogenous heterochromatin-related siRNAs. Substantial decreases in DNA methylation at CpNpG and asymmetric sites but not at CpG sites with respect to the single mutants alone.	GO:0006306|PATO:0000911	Plant PhenomeNET|TAIR
351	ath	At3g22680|RDM1|AT3G22680		Decreased DNA methylation.  Reactivation of GFP fluorescence and reduced DNA methylation of the enhancer region of the GFP target construct (T).  .	GO:0006306|PATO:0000911	Plant PhenomeNET|TAIR
352	ath	At4g15950|RDM2		Decreased DNA methylation.	GO:0006306|PATO:0000911	Plant PhenomeNET
353	ath	At5g04290|KTF1|AT5G04290		Decreased DNA methylation.  defective DNA methylation. altered levels of 24-nt sRNA.	GO:0006306|PATO:0000911	Plant PhenomeNET|TAIR
354	ath	At5g66750|DDM1|AT5G66750		Decreased DNA methylation. Release of endogenous transposons. Decreased DNA methylation. Variety of morphological defects upon repeated self-pollination due to release of endogenous transposons.  DNA hypomethylation and poor growth. Phenotype not described. Sensitive to gamma-irradiation and UV. Typical mutant phenotype of demethylation. Restoration of hygromycin resistance through release from gene silencing. The luminescence response of the ros1/ ros1::ddm1/ddm1 double mutant was much higher than that of ros1/ros1::DDM1/DDM1 plants, but was still lower than that of ROS1/ROS1::DDM1/DDM1 plants.	GO:0006306|PATO:0000911|GO:0032196|PATO:0002051	Plant PhenomeNET|TAIR
355	ath	At1g09940|HEMA2|AT1G09940		Decreased heme levels in roots. Decreased heme levels in roots. No other phenotypes detected.  no visible phenotype. decreased heme contents in roots. .	PO:0025025|PATO:0001163|CHEBI:30413	Plant PhenomeNET|TAIR
356	ath	At3g54110|PUMP1|AT3G54110		Decrease in photosynthesis. Decreased inflorescence biomass. Decreased inflorescence biomass. Decrease in photosynthesis.  Photosynthetic phenotype. Specifically there is a restriction in photorespiration with a decrease in the rate of oxidation of photorespiratory glycine in the mitochondrion. This change leads to an associated reduced photosynthetic carbon assimilation rate.	GO:0015979|PATO:0000911|PO:0009006|PATO:0001562	Plant PhenomeNET|TAIR
357	ath	At4g25230|RIN2|AT4G25230		Decreased ion leakage in response to Pseudomonas syringae.  Loss of functional RING-finger domain and morphologically similar to wild type.Inoculation with PtoDC3000(avrRPM1) bacteria resulted in ion leakage.	GO:0022840|PATO:0000911|EO:0001034	Plant PhenomeNET|TAIR
358	ath	At3g02000|ROXY1|AT3G02000		Decreased petal number.  Double mutant displays pentamerous flowers typical of PAN mutants but also displays defects in later stages of petal development.	PO:0009046|PATO:0002001|PO:0009032	Plant PhenomeNET|TAIR
359	ath	At1g31810|AFH14|AT1G31810		Decreased pollen number. Defects in meiosis. Decreased pollen number due to defects in meiosis.  microspore formation is defective. microtubule arrays displayed abnormalities during the meiosis-associated process of microspore formation.	PO:0009066|PATO:0002001|PO:0025281|GO:0007126|PATO:0001236|PATO:0000460	Plant PhenomeNET|TAIR
360	ath	At1g14150|PQL1|AT1G14150		Decreased post-illumination chlorophyll fluorescence.  Mutant plant Does Not show the post illumination increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness (PMID: 20430763, 20666928). Mutant plants showed the post illumination increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness.	GO:0090546|PATO:0000911	Plant PhenomeNET|TAIR
361	ath	At1g18730|NDF6|AT1G18730		Decreased post-illumination chlorophyll fluorescence.  Impaired NAD(P)H dehydrogenase activity.	GO:0090546|PATO:0000911	Plant PhenomeNET|TAIR
362	ath	At2g01918|POL3|AT2G01918		Decreased post-illumination chlorophyll fluorescence.  Mutant plant Does Not show the post illumination increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness (PMID: 20430763, 20666928).	GO:0090546|PATO:0000911	Plant PhenomeNET|TAIR
363	ath	At3g01440|PQL2|AT3G01440		Decreased post-illumination chlorophyll fluorescence.  Mutant plant Does Not show the post illumination increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness (PMID: 20430763, 20666928). Mutant plants showed the post illumination  increase in Chl fluorescence due to the loss of NDH-mediated reduction of the plastoquinone pool in darkness. .	GO:0090546|PATO:0000911	Plant PhenomeNET|TAIR
364	ath	At4g39710|FKBP16-2		Decreased post-illumination chlorophyll fluorescence.	GO:0090546|PATO:0000911	Plant PhenomeNET
365	ath	At5g43750|NDH18		Decreased post-illumination chlorophyll fluorescence.	GO:0090546|PATO:0000911	Plant PhenomeNET
366	ath	At2g39470|PPL2		Decreased post-illumination chlorophyll fluorescence. Decreased post-illumination chlorophyll fluorescence. No other phenotypes detected.	GO:0090546|PATO:0000911	Plant PhenomeNET
367	ath	At2g45350|CRR4|AT2G45350		Decreased post-illumination chlorophyll fluorescence. Decreased post-illumination chlorophyll fluorescence. No other phenotypes detected.  Plants have impaired NDH (chloroplast Na(P)DH dehydrogenase) activity. They do not display any phenotype in photosynthetic electron transport.  NdhH is almost undetectable in this mutant. Plants are defective in RNA edition of the initiation codon of ndhD. Plants have impaired NDH (chloroplast Na(P)DH dehydrogenase) activity. They do not display any phenotype in photosynthetic electron transport.  A trace level of the protein NdhH is detectable in this mutant. Plants are defective in the RNA editing of the initiation codon of ndhD. Plants have impaired NDH (chloroplast Na(P)DH dehydrogenase) activity. They do not display any phenotype in photosynthetic electron transport. The NdhH level is mildly affected in these plants (25-50%). Plants are defective in the RNA editing of the initiation codon of ndhD.	GO:0090546|PATO:0000911	Plant PhenomeNET|TAIR
368	ath	At3g46790|CRR2|AT3G46790		Decreased post-illumination chlorophyll fluorescence. Decreased post-illumination chlorophyll fluorescence. No other phenotypes detected.  Plants display impaired intergenic processing of the polycistronic transcript rps7-ndhB, resulting in no detectable mature form of ndhB mRNA. No described phenotype. This line was used to assess the formation of the NDH complex by introducing into this double mutant a transgenic copy of the wild-type CRR7 gene.	GO:0090546|PATO:0000911	Plant PhenomeNET|TAIR
369	ath	At1g15980|NDH48		Decreased post-illumination chlorophyll fluorescence. Decreased post-illumination chlorophyll fluorescence. No other phenotypes mentioned.	GO:0090546|PATO:0000911	Plant PhenomeNET
370	ath	At1g64770|NDH45		Decreased post-illumination chlorophyll fluorescence. Decreased post-illumination chlorophyll fluorescence. No other phenotypes mentioned.	GO:0090546|PATO:0000911	Plant PhenomeNET
371	ath	At4g22200|AKT2/3|AT4G22200		Decreased potassium permeability of the plasma membrane in leaf mesophyll cell layers.  Reduced number of rosette leaves. Fewer inflorescence stalks. Reduced sucrose content in phloem.	GO:0005886|PO:0005645|PATO:0001241|PATO:0000460	Plant PhenomeNET|TAIR
372	ath	At3g60330|AHA7		Decreased root hair density.	PO:0025025|PATO:0002001|GO:0035618	Plant PhenomeNET
373	ath	At1g03310|AtISA2|AT1G03310		Decreased starch levels.  Modification of amylopectine structure. Strong increase of number of small chain (degree of polymerisation between 5 and 9) and decrease in number of longer chains (11-17 degree of polymerisation). No significant alteration of amylase-to-amylopectine ratio. Reduced starch in leaves. Strong increase in water soluble polysaccharides (WSPs) content. No visible phenotype. Strong reduction in maltose accumulation compared to the be2-1 be3-2 double mutant. Accumulates reduced amounts of starch relative to wildtype but large amounts of soluble glucan. No reduction in maltose and matotriose production. Mutants have abnormal starch accumulation. Composition of amylopectin and phytogylcogens are abnormal compared to wild type. Mutants lack D1 isoamlyase activity. Strong reduction in starch accumulation in double mutant. Displays the same profile of polymerization (DP) as the corresponding be2 or be3 mutant. Increased starch phosphorylase activity compared to wild type. No starch branching enzyme activity detected. DP 6-7 and DP 5-9 chains are slightly decreased, whereas DP 10-16 chains are slightly increased (DP, degree of polymerization). Starch granules are slightly larger than those of wild type. Absence of starch and accumulation of very high levels of water-soluble glucans. Contains 90% of &alpha.-maltose and 10% of &beta.-maltose. Low growth and flowering rates. Pale colour. Reduced size of the mature plant. Thirty days after seed germination, the fresh weight of this mutant is one-fifth of that of wild type. The levels of sucrose, fructose, glucose 6-phosphate and glucose 1-phosphate are not significantly deviating from those of wild type or the single mutants. The maltose accumulates mostly in the cytosol (~80%). The mutant is still able to produce siliques and viable seeds. Water-soluble glycans are composed of very short malto-oligosaccharides made of 80% maltose, 14% maltotriose and 6% glucose. Wilting of the inflorescence.	PO:0000003|PATO:0001163|CHEBI:28017	Plant PhenomeNET|TAIR
374	ath	At5g37500|GORK|AT5G37500		Decreased stomatal closure. Decreased stomatal closure. No other phenotypes detected.  Increased water consumption.	GO:0090332|PATO:0000911	Plant PhenomeNET|TAIR
375	ath	At5g10440|CYCD4;2|AT5G10440		Decreased stomatal density.  Reduced number of stomata and non protruding cells on hypocotyl epidermis.	PO:0005679|PATO:0002001|PO:0002000	Plant PhenomeNET|TAIR
